data,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,dimessi_guariti,deceduti,totale_casi,ingressi_terapia_intensiva,variazione_totale_casi,variazione_deceduti,variazione_dimessi_guariti
2021-12-19,Friuli Venezia Giulia,313,34,341,8002,8321,131460,4125,143831,27.0,4823,55,4796
2021-12-26,Friuli Venezia Giulia,299,29,328,8671,8980,135762,4183,148925,21.0,5094,58,4302
2022-01-02,Friuli Venezia Giulia,298,28,326,14440,14766,140611,4228,159605,23.0,10680,45,4849
2022-01-09,Friuli Venezia Giulia,345,37,382,33569,33951,143324,4282,181557,31.0,21952,54,2713
2022-01-16,Friuli Venezia Giulia,373,44,414,47995,48409,155348,4345,208102,33.0,26545,63,12024
2022-01-23,Friuli Venezia Giulia,450,42,488,60911,61399,173114,4398,238911,18.0,30809,53,17766
2022-01-30,Friuli Venezia Giulia,505,43,548,67242,67765,200220,4480,266990,26.0,28079,82,27106
2022-02-06,Friuli Venezia Giulia,519,42,561,63360,63899,233142,4571,285107,24.0,18117,91,32922
2022-02-13,Friuli Venezia Giulia,479,41,520,42036,42531,256533,4641,296406,19.0,11299,70,23391
2022-02-20,Friuli Venezia Giulia,401,33,434,33567,34001,273588,4717,303306,15.0,6900,76,17055
2022-02-27,Friuli Venezia Giulia,323,17,340,24302,24642,274220,4730,303592,1.0,286,13,632
2020-03-01,Lazio,3,1,3,0,3,3,0,6,0.0,6,0,3
2020-03-08,Lazio,47,8,55,26,81,3,3,87,0.0,81,3,0
2020-03-15,Lazio,223,31,254,142,396,24,16,436,0.0,349,13,21
2020-03-22,Lazio,671,79,750,522,1272,58,53,1383,0.0,947,37,34
2020-03-29,Lazio,1062,133,1195,1167,2362,208,136,2706,0.0,1323,83,150
2020-04-05,Lazio,1236,197,1432,1754,3186,475,219,3880,0.0,1174,83,267
2020-04-12,Lazio,1268,203,1469,2348,3817,749,279,4845,0.0,965,60,274
2020-04-19,Lazio,1376,200,1562,2766,4321,1093,341,5755,0.0,910,62,344
2020-04-26,Lazio,1442,187,1604,2970,4573,1347,389,6309,0.0,554,48,254
2020-05-03,Lazio,1468,143,1607,2986,4562,1916,508,6809,0.0,500,119,569
2020-05-10,Lazio,1351,95,1442,2991,4433,2322,557,7165,0.0,356,49,406
2020-05-17,Lazio,1266,84,1349,2945,4294,2914,622,7446,0.0,281,65,592
2020-05-24,Lazio,1137,74,1210,2616,3826,3374,684,7627,0.0,181,62,460
2020-05-31,Lazio,1085,65,1145,2409,3554,4010,735,7728,0.0,101,51,636
2020-06-07,Lazio,594,56,650,2248,2894,4362,760,7812,0.0,84,25,352
2020-06-14,Lazio,466,49,515,2151,2615,5825,808,7955,0.0,143,48,1463
2020-06-21,Lazio,308,39,346,951,1292,6199,827,8017,0.0,62,19,374
2020-06-28,Lazio,201,23,224,721,945,6418,837,8096,0.0,79,10,219
2020-07-05,Lazio,199,13,210,651,861,6484,841,8186,0.0,90,4,66
2020-07-12,Lazio,202,13,215,704,915,6557,844,8314,0.0,128,3,73
2020-07-19,Lazio,191,11,202,698,898,6713,851,8436,0.0,122,7,156
2020-07-26,Lazio,189,9,198,737,935,6759,860,8554,0.0,118,9,46
2020-08-02,Lazio,198,9,207,779,969,6855,863,8682,0.0,128,3,96
2020-08-09,Lazio,189,9,197,849,1046,6910,866,8822,0.0,140,3,55
2020-08-16,Lazio,204,9,213,1071,1284,6973,870,9127,0.0,305,4,63
2020-08-23,Lazio,286,9,292,1735,2027,7046,874,9947,0.0,820,4,73
2020-08-30,Lazio,310,8,317,2718,3035,7130,878,11043,0.0,1096,4,84
2020-09-06,Lazio,363,11,372,3548,3913,7257,881,12051,0.0,1008,3,127
2020-09-13,Lazio,424,17,441,4314,4755,7483,885,13123,0.0,1072,4,226
2020-09-20,Lazio,492,23,508,5244,5689,7765,890,14344,0.0,1221,5,282
2020-09-27,Lazio,610,38,648,6161,6809,8119,907,15835,0.0,1491,17,354
2020-10-04,Lazio,737,49,785,7148,7933,8637,939,17509,0.0,1674,32,518
2020-10-11,Lazio,911,69,980,8862,9842,9072,976,19890,0.0,2381,37,435
2020-10-18,Lazio,1085,99,1184,13196,14380,9584,1024,24988,0.0,5098,48,512
2020-10-25,Lazio,1476,146,1622,21193,22815,10323,1100,34238,0.0,9250,76,739
2020-11-01,Lazio,2055,185,2240,33866,36106,11436,1231,48773,0.0,14535,131,1113
2020-11-08,Lazio,2686,237,2923,48455,51378,13023,1413,65814,0.0,17041,182,1587
2020-11-15,Lazio,3159,274,3433,63876,67309,15319,1646,84274,0.0,18460,233,2296
2020-11-22,Lazio,3298,339,3637,78416,82053,18609,1978,102640,0.0,18366,332,3290
2020-11-29,Lazio,3408,356,3762,85999,89712,26151,2328,118191,0.0,15551,350,7542
2020-12-06,Lazio,3384,364,3734,90735,94211,33422,2622,130255,74.0,12064,294,7271
2020-12-13,Lazio,3209,342,3549,90577,94009,50129,2938,139676,132.0,9421,316,16707
2020-12-20,Lazio,2938,347,3285,82564,85849,68946,3292,149018,96.0,9342,354,18817
2020-12-27,Lazio,2802,307,3103,73465,76492,77800,3529,157767,94.0,8749,237,8854
2021-01-03,Lazio,2854,315,3159,74020,77153,86927,3840,167920,104.0,10153,311,9127
2021-01-10,Lazio,2882,323,3192,75612,78785,96745,4131,179661,113.0,11741,291,9818
2021-01-17,Lazio,2892,326,3208,75673,78881,107734,4399,189643,101.0,9982,268,10989
2021-01-24,Lazio,2885,315,3200,74145,77345,123626,4682,197693,114.0,8050,283,15892
2021-01-31,Lazio,2560,289,2847,64814,67661,137263,4984,205448,102.0,7755,302,13637
2021-02-07,Lazio,2373,289,2661,58829,61490,153803,5259,212420,117.0,6972,275,16540
2021-02-14,Lazio,2257,272,2525,47030,49550,174244,5472,219305,102.0,6885,213,20441
2021-02-21,Lazio,2090,254,2344,36086,38430,184656,5719,225814,90.0,6509,247,10412
2021-02-28,Lazio,1861,233,2094,33821,35801,192544,5883,234228,75.0,8414,164,7888
2021-03-07,Lazio,1951,248,2191,35421,37612,200515,6042,244169,109.0,9941,159,7971
2021-03-14,Lazio,2214,279,2493,40094,42587,207026,6183,255796,134.0,11627,141,6511
2021-03-21,Lazio,2583,321,2904,44786,47690,214277,6355,268322,165.0,12526,172,7251
2021-03-28,Lazio,2881,370,3251,48185,51436,222686,6529,280651,177.0,12329,174,8409
2021-04-04,Lazio,3077,392,3469,49185,52647,232937,6773,292357,181.0,11706,244,10251
2021-04-11,Lazio,3265,396,3647,49942,53578,242625,7033,301718,151.0,9361,260,9688
2021-04-18,Lazio,3064,398,3456,48716,52172,252398,7290,310478,138.0,8760,257,9773
2021-04-25,Lazio,2782,370,3135,47335,50458,264151,7510,318498,105.0,8020,220,11753
2021-05-02,Lazio,2411,331,2742,43881,46623,274897,7699,325809,77.0,7311,189,10746
2021-05-09,Lazio,2185,275,2458,40299,42757,286423,7877,331968,103.0,6159,178,11526
2021-05-16,Lazio,1863,270,2133,34735,36868,295041,8006,336474,72.0,4506,129,8618
2021-05-23,Lazio,1563,235,1798,30946,32744,303893,8090,339612,58.0,3138,84,8852
2021-05-30,Lazio,1219,194,1413,25234,26647,313786,8171,341772,34.0,2160,81,9893
2021-06-06,Lazio,929,146,1075,17695,18770,323055,8218,343265,25.0,1493,47,9269
2021-06-13,Lazio,686,124,810,10217,11027,329976,8262,344407,33.0,1142,44,6921
2021-06-20,Lazio,454,94,548,5298,5846,332671,8304,345214,21.0,807,42,2695
2021-06-27,Lazio,295,76,371,3774,4145,334023,8322,345816,10.0,602,18,1352
2021-07-04,Lazio,191,55,245,3081,3326,335147,8349,346269,2.0,453,27,1124
2021-07-11,Lazio,155,36,191,2589,2780,336494,8376,347101,3.0,832,27,1347
2021-07-18,Lazio,133,26,158,3254,3399,337629,8386,349414,4.0,2313,10,1135
2021-07-25,Lazio,211,32,243,6616,6859,339045,8392,354296,11.0,4882,6,1416
2021-08-01,Lazio,297,46,343,10448,10791,340049,8404,359244,17.0,4948,12,1004
2021-08-08,Lazio,398,54,452,14045,14497,340049,8422,362968,21.0,3724,18,0
2021-08-15,Lazio,466,68,534,18007,18530,340049,8441,367020,31.0,4052,19,0
2021-08-22,Lazio,528,70,596,17529,18092,345075,8476,370909,17.0,3889,35,5026
2021-08-29,Lazio,538,72,605,16472,17077,349619,8508,374049,20.0,3140,32,4544
2021-09-05,Lazio,478,72,548,15290,15838,354127,8542,376658,18.0,2609,34,4508
2021-09-12,Lazio,481,64,544,13434,13967,357684,8571,379020,15.0,2362,29,3557
2021-09-19,Lazio,452,64,516,12091,12607,361406,8597,381323,14.0,2303,26,3722
2021-09-26,Lazio,442,58,498,10698,11196,364589,8638,383469,15.0,2146,41,3183
2021-10-03,Lazio,393,60,452,9624,10076,367263,8664,385460,14.0,1991,26,2674
2021-10-10,Lazio,368,57,425,8984,9406,369382,8685,387211,13.0,1751,21,2119
2021-10-17,Lazio,361,51,412,8722,9134,371415,8714,388947,16.0,1736,29,2033
2021-10-24,Lazio,335,50,385,8499,8884,373938,8755,391577,18.0,2630,41,2523
2021-10-31,Lazio,388,52,440,9077,9517,376833,8796,395146,19.0,3569,41,2895
2021-11-07,Lazio,482,60,541,10403,10944,379548,8827,399319,24.0,4173,31,2715
2021-11-14,Lazio,558,70,628,12130,12758,383598,8882,405238,37.0,5919,55,4050
2021-11-21,Lazio,636,85,719,14470,15189,388108,8920,412217,32.0,6979,38,4510
2021-11-28,Lazio,716,94,810,18020,18830,393398,8969,421197,37.0,8980,49,5290
2021-12-05,Lazio,735,97,832,23263,24074,398807,9012,431893,44.0,10696,43,5409
2021-12-12,Lazio,786,114,896,28606,29500,404311,9073,442884,58.0,10991,61,5504
2021-12-19,Lazio,832,117,945,36800,37745,410860,9143,457748,43.0,14864,70,6549
2021-12-26,Lazio,963,134,1097,50460,51557,417711,9217,478485,62.0,20737,74,6851
2022-01-02,Lazio,1173,154,1325,89076,90401,425921,9290,525612,79.0,47127,73,8210
2022-01-09,Lazio,1446,194,1640,162851,164491,436853,9361,610705,88.0,85093,71,10932
2022-01-16,Lazio,1748,204,1952,218253,220205,465906,9518,695629,98.0,84924,157,29053
2022-01-23,Lazio,2019,207,2226,269017,271243,505221,9641,786105,83.0,90476,123,39315
2022-01-30,Lazio,2146,207,2350,289433,291783,574166,9794,875743,97.0,89638,153,68945
2022-02-06,Lazio,2145,206,2351,284736,287015,657440,9973,946020,75.0,70277,179,83274
2022-02-13,Lazio,2099,199,2298,269995,272293,743335,10126,997586,62.0,51566,153,85895
2022-02-20,Lazio,1878,180,2053,232585,234626,831181,10302,1038468,53.0,40882,176,87846
2022-02-27,Lazio,1683,148,1831,188799,190630,840633,10326,1041589,14.0,3121,24,9452
2020-03-01,Liguria,12,1,13,33,38,4,0,42,0.0,25,0,4
2020-03-08,Liguria,39,11,50,17,67,5,6,78,0.0,53,6,1
2020-03-15,Liguria,253,66,319,174,493,52,33,559,0.0,481,27,28
2020-03-22,Liguria,736,132,868,483,1351,143,171,1665,0.0,1106,138,110
2020-03-29,Liguria,1077,167,1243,1036,2279,420,377,3076,0.0,1411,206,277
2020-04-05,Liguria,1153,179,1332,1802,3093,800,556,4449,0.0,1373,179,380
2020-04-12,Liguria,1141,162,1303,2184,3333,1412,749,5494,0.0,1045,193,612
2020-04-19,Liguria,1088,138,1226,2504,3490,2110,928,6528,0.0,1034,179,698
2020-04-26,Liguria,914,102,1008,2650,3496,2894,1114,7488,0.0,960,186,784
2020-05-03,Liguria,754,83,837,2883,3598,3599,1209,8359,0.0,871,95,705
2020-05-10,Liguria,606,72,678,2830,3508,4607,1281,8788,0.0,429,72,1008
2020-05-17,Liguria,484,38,522,2322,2844,5348,1355,9159,0.0,371,74,741
2020-05-24,Liguria,360,23,383,1956,2339,6437,1419,9480,0.0,321,64,1089
2020-05-31,Liguria,236,19,254,1302,1556,7529,1465,9663,0.0,183,46,1092
2020-06-07,Liguria,191,7,198,413,611,8070,1499,9812,0.0,149,34,541
2020-06-14,Liguria,125,5,130,155,250,8115,1521,9879,0.0,67,22,45
2020-06-21,Liguria,87,3,89,187,250,8130,1549,9927,0.0,48,28,15
2020-06-28,Liguria,61,3,62,221,272,8139,1558,9967,0.0,40,9,7
2020-07-05,Liguria,47,3,50,243,289,8152,1558,9999,0.0,32,0,15
2020-07-12,Liguria,46,1,46,250,289,8233,1559,10031,0.0,32,1,81
2020-07-19,Liguria,29,0,29,194,218,8324,1565,10093,0.0,62,6,91
2020-07-26,Liguria,31,1,31,173,203,8381,1566,10150,0.0,57,1,57
2020-08-02,Liguria,29,1,30,196,216,8453,1567,10236,0.0,86,1,72
2020-08-09,Liguria,22,2,23,194,216,8498,1569,10283,0.0,47,2,45
2020-08-16,Liguria,20,3,22,263,285,8604,1569,10458,0.0,175,0,106
2020-08-23,Liguria,25,3,26,379,398,8676,1571,10645,0.0,187,2,72
2020-08-30,Liguria,32,1,33,476,509,8827,1571,10907,0.0,262,0,151
2020-09-06,Liguria,62,9,71,697,768,8949,1575,11292,0.0,385,4,122
2020-09-13,Liguria,115,12,126,1017,1143,9130,1579,11852,0.0,560,4,181
2020-09-20,Liguria,141,16,157,1310,1461,9440,1591,12492,0.0,640,12,310
2020-09-27,Liguria,153,22,171,1582,1738,9749,1599,13086,0.0,594,8,309
2020-10-04,Liguria,167,24,190,1687,1877,10382,1610,13869,0.0,783,11,633
2020-10-11,Liguria,238,28,264,2334,2598,11052,1619,15269,0.0,1400,9,670
2020-10-18,Liguria,402,39,441,3318,3759,12720,1636,18115,0.0,2846,17,1668
2020-10-25,Liguria,696,41,737,5299,6036,15324,1691,23051,0.0,4936,55,2604
2020-11-01,Liguria,1080,63,1143,7571,8714,18849,1781,29344,0.0,6293,90,3525
2020-11-08,Liguria,1334,81,1415,10993,12408,22106,1916,36430,0.0,7086,135,3257
2020-11-15,Liguria,1402,115,1510,14230,15738,25530,2109,43377,0.0,6947,193,3424
2020-11-22,Liguria,1393,122,1510,15589,17027,30008,2241,48127,0.0,4750,132,4478
2020-11-29,Liguria,1248,123,1370,13951,15321,36462,2380,51448,0.0,3321,139,6454
2020-12-06,Liguria,1003,113,1110,11106,12216,40842,2521,53779,16.0,2331,141,4380
2020-12-13,Liguria,867,92,959,9051,10010,44566,2657,55618,24.0,1839,136,3724
2020-12-20,Liguria,780,73,853,7427,8280,47974,2768,57577,21.0,1959,111,3408
2020-12-27,Liguria,700,70,765,5830,6588,50489,2846,59104,23.0,1527,78,2515
2021-01-03,Liguria,718,71,779,5020,5787,52606,2912,61305,29.0,2201,66,2117
2021-01-10,Liguria,717,75,791,4957,5748,55538,3010,63774,27.0,2469,98,2932
2021-01-17,Liguria,737,65,801,4331,5082,57681,3116,65763,24.0,1989,106,2143
2021-01-24,Liguria,654,65,718,4331,5049,59846,3235,67693,31.0,1930,119,2165
2021-01-31,Liguria,622,68,689,3849,4538,61880,3352,69668,19.0,1975,117,2034
2021-02-07,Liguria,641,65,705,3982,4651,63644,3454,71749,26.0,2081,102,1764
2021-02-14,Liguria,616,63,679,4362,5015,65285,3515,73815,25.0,2066,61,1641
2021-02-21,Liguria,594,61,655,4396,5051,67311,3573,75774,20.0,1959,58,2026
2021-02-28,Liguria,515,56,571,4831,5383,68965,3630,77978,21.0,2204,57,1654
2021-03-07,Liguria,535,61,590,5305,5873,70840,3687,80400,32.0,2422,57,1875
2021-03-14,Liguria,535,67,598,5666,6264,72644,3736,82644,26.0,2244,49,1804
2021-03-21,Liguria,586,65,650,5705,6337,75393,3795,85139,30.0,2495,59,2749
2021-03-28,Liguria,636,67,703,6048,6751,77517,3847,88115,33.0,2976,52,2124
2021-04-04,Liguria,680,78,756,6882,7612,79917,3904,91378,38.0,3263,57,2400
2021-04-11,Liguria,691,81,771,7219,7988,82153,4003,93932,44.0,2554,99,2236
2021-04-18,Liguria,662,87,746,6987,7733,85189,4072,96189,33.0,2257,69,3036
2021-04-25,Liguria,598,75,673,6026,6699,87893,4136,98154,25.0,1965,64,2704
2021-05-02,Liguria,526,69,595,5473,6068,90046,4194,99837,25.0,1683,58,2153
2021-05-09,Liguria,487,62,549,4827,5367,92694,4243,101015,19.0,1178,49,2648
2021-05-16,Liguria,387,52,439,3489,3928,94534,4282,101782,14.0,767,39,1840
2021-05-23,Liguria,267,52,319,2642,2961,96065,4305,102297,12.0,515,23,1531
2021-05-30,Liguria,184,41,224,1583,1807,97220,4322,102718,5.0,421,17,1155
2021-06-06,Liguria,129,30,159,994,1153,97818,4331,102934,5.0,216,9,598
2021-06-13,Liguria,77,23,100,613,713,98270,4342,103051,1.0,117,11,452
2021-06-20,Liguria,55,12,67,351,418,98527,4346,103151,0.0,100,4,257
2021-06-27,Liguria,34,8,42,201,243,98882,4350,103406,0.0,255,4,355
2021-07-04,Liguria,19,7,26,136,159,98999,4352,103476,1.0,70,2,117
2021-07-11,Liguria,15,7,22,160,176,99068,4352,103596,0.0,120,0,69
2021-07-18,Liguria,12,6,17,321,338,99188,4356,103882,0.0,286,4,120
2021-07-25,Liguria,31,6,37,840,877,99352,4359,104588,4.0,706,3,164
2021-08-01,Liguria,38,9,44,1330,1373,99764,4363,105500,3.0,912,4,412
2021-08-08,Liguria,48,15,63,1497,1560,100458,4368,106386,9.0,886,5,694
2021-08-15,Liguria,71,15,83,1699,1781,101286,4370,107437,4.0,1051,2,828
2021-08-22,Liguria,81,13,92,1902,1991,102173,4378,108542,7.0,1105,8,887
2021-08-29,Liguria,85,12,95,1998,2084,103167,4382,109633,5.0,1091,4,994
2021-09-05,Liguria,76,11,87,2011,2098,104062,4387,110521,6.0,888,5,895
2021-09-12,Liguria,85,9,94,1925,2008,105080,4390,111305,3.0,784,3,1018
2021-09-19,Liguria,93,9,101,1721,1820,106042,4397,111943,2.0,638,7,962
2021-09-26,Liguria,77,8,82,1347,1429,106912,4407,112442,5.0,499,10,870
2021-10-03,Liguria,55,8,62,1036,1098,107436,4412,112915,1.0,473,5,524
2021-10-10,Liguria,57,7,61,993,1050,107952,4415,113352,4.0,437,3,516
2021-10-17,Liguria,56,7,62,879,934,108435,4418,113762,3.0,410,3,483
2021-10-24,Liguria,59,13,69,871,940,108871,4421,114232,9.0,470,3,436
2021-10-31,Liguria,67,11,77,1104,1181,109309,4426,114916,2.0,684,5,438
2021-11-07,Liguria,88,11,97,1344,1435,109764,4430,115623,3.0,707,4,455
2021-11-14,Liguria,102,10,112,1994,2092,110794,4441,117327,4.0,1704,11,1030
2021-11-21,Liguria,113,19,132,2885,3017,111819,4446,119282,14.0,1955,5,1025
2021-11-28,Liguria,142,20,161,3949,4103,113315,4460,121878,15.0,2596,14,1496
2021-12-05,Liguria,172,25,195,5099,5293,115340,4470,125103,12.0,3225,10,2025
2021-12-12,Liguria,274,30,301,6313,6607,117537,4494,128604,14.0,3501,24,2197
2021-12-19,Liguria,347,31,376,8122,8498,121287,4520,134305,19.0,5701,26,3750
2021-12-26,Liguria,470,41,511,9760,10271,126786,4553,141610,25.0,7305,33,5499
2022-01-02,Liguria,510,48,557,13302,13859,134307,4591,152757,31.0,11147,38,7521
2022-01-09,Liguria,663,46,706,16111,16812,145364,4662,166838,28.0,14081,71,11057
2022-01-16,Liguria,697,44,740,27241,27979,188598,4728,221305,21.0,54467,66,43234
2022-01-23,Liguria,749,42,789,39043,39820,217846,4797,262107,25.0,40802,69,29248
2022-01-30,Liguria,763,40,802,46596,47322,243120,4873,295102,24.0,32995,76,25274
2022-02-06,Liguria,728,33,760,47499,48259,271713,4940,315617,17.0,20515,67,28593
2022-02-13,Liguria,685,33,718,36935,37653,298107,5001,328318,12.0,12701,61,26394
2022-02-20,Liguria,595,28,619,23746,24365,314066,5055,336907,18.0,8589,54,15959
2022-02-27,Liguria,478,25,503,16954,17457,314996,5055,337508,2.0,601,0,930
2020-03-01,Lombardia,406,106,512,375,887,73,24,984,0.0,984,24,73
2020-03-08,Lombardia,2217,399,2616,756,3372,550,267,4189,0.0,3205,243,477
2020-03-15,Lombardia,5500,767,6267,3776,10043,2011,1218,13272,0.0,9083,951,1461
2020-03-22,Lombardia,9439,1142,10581,8019,17885,5865,3456,27206,0.0,13934,2238,3854
2020-03-29,Lombardia,11613,1328,12941,12451,25392,9255,6360,41007,0.0,13801,2904,3390
2020-04-05,Lombardia,12009,1381,13328,14798,28124,13426,8905,50455,0.0,9448,2545,4171
2020-04-12,Lombardia,12026,1343,13257,18120,31265,17166,10621,59052,0.0,8597,1716,3740
2020-04-19,Lombardia,12077,1143,13199,23233,34497,19526,12213,66236,0.0,7184,1592,2360
2020-04-26,Lombardia,10138,901,11039,25979,35166,24398,13325,72889,0.0,6653,1112,4872
2020-05-03,Lombardia,7525,680,8205,29785,36926,26371,14231,77528,0.0,4639,906,1973
2020-05-10,Lombardia,6414,532,6946,30382,37307,36331,14986,81507,0.0,3979,755,9960
2020-05-17,Lombardia,5397,341,5738,25131,30675,41895,15519,84844,0.0,3337,533,5564
2020-05-24,Lombardia,4482,252,4734,22621,27291,45656,15840,87110,0.0,2266,321,3761
2020-05-31,Lombardia,3721,196,3917,21298,25215,51860,16112,88968,0.0,1858,272,6204
2020-06-07,Lombardia,3085,167,3252,17609,20861,54505,16270,90195,0.0,1227,158,2645
2020-06-14,Lombardia,2708,107,2815,16504,19319,59220,16449,91658,0.0,1463,179,4715
2020-06-21,Lombardia,2018,94,2112,13864,15976,62555,16570,92968,0.0,1310,121,3335
2020-06-28,Lombardia,1047,51,1098,12540,13638,66175,16639,93761,0.0,793,69,3620
2020-07-05,Lombardia,321,43,364,10459,10823,68274,16697,94416,0.0,655,58,2099
2020-07-12,Lombardia,233,36,269,9223,9492,70297,16748,95049,0.0,633,51,2023
2020-07-19,Lombardia,177,30,203,7813,8011,71464,16788,95492,0.0,443,40,1167
2020-07-26,Lombardia,151,21,172,6969,7141,72349,16801,95921,0.0,429,13,885
2020-08-02,Lombardia,158,14,167,6574,6725,73676,16815,96312,0.0,391,14,1327
2020-08-09,Lombardia,170,11,179,5648,5823,74432,16833,96853,0.0,541,18,756
2020-08-16,Lombardia,170,13,181,5388,5547,75163,16840,97380,0.0,527,7,731
2020-08-23,Lombardia,155,17,171,5620,5782,75678,16856,98316,0.0,936,16,515
2020-08-30,Lombardia,194,20,214,6615,6829,76248,16863,99940,0.0,1624,7,570
2020-09-06,Lombardia,248,27,273,7758,8031,76794,16880,101705,0.0,1765,17,546
2020-09-13,Lombardia,256,30,286,8509,8789,77651,16899,103339,0.0,1634,19,857
2020-09-20,Lombardia,284,38,316,8711,9027,78829,16922,104758,0.0,1419,23,1178
2020-09-27,Lombardia,312,36,342,8904,9237,80021,16946,106204,0.0,1446,24,1192
2020-10-04,Lombardia,315,42,348,9026,9361,81733,16971,108065,0.0,1861,25,1712
2020-10-11,Lombardia,433,48,481,12368,12849,83190,16985,113024,0.0,4959,14,1457
2020-10-18,Lombardia,1065,110,1175,22119,23294,86397,17078,126769,0.0,13745,93,3207
2020-10-25,Lombardia,2326,231,2557,45426,47983,89145,17235,154363,0.0,27594,157,2748
2020-11-01,Lombardia,4246,418,4664,85411,90075,96687,17589,204351,0.0,49988,354,7542
2020-11-08,Lombardia,6225,650,6875,125535,132410,110001,18343,260754,0.0,56403,754,13314
2020-11-15,Lombardia,7781,837,8618,153923,162541,138872,19367,320780,0.0,60026,1024,28871
2020-11-22,Lombardia,8391,949,9340,155066,164406,186680,20524,371610,0.0,50830,1157,47808
2020-11-29,Lombardia,8360,945,9292,140642,149918,251588,21647,405862,0.0,34252,1123,64908
2020-12-06,Lombardia,7433,906,8339,117069,125408,289706,23024,429109,123.0,23247,1377,38118
2020-12-13,Lombardia,6362,781,7143,108857,116000,333503,23810,443662,214.0,14553,786,43797
2020-12-20,Lombardia,5053,685,5738,72583,78321,366058,24379,459218,162.0,15556,569,32555
2020-12-27,Lombardia,4290,561,4830,56521,61314,387761,24867,471955,137.0,12737,488,21703
2021-01-03,Lombardia,3791,512,4303,53199,56955,402798,25317,485070,170.0,13115,450,15037
2021-01-10,Lombardia,3598,484,4057,53741,57798,417173,25787,500758,165.0,15688,470,14375
2021-01-17,Lombardia,3664,468,4118,53880,57998,431787,26237,514166,159.0,13408,450,14614
2021-01-24,Lombardia,3650,449,4078,49620,53698,445604,26666,525274,139.0,11108,429,13817
2021-01-31,Lombardia,3573,407,3950,47212,51077,459879,27098,538054,126.0,12780,432,14275
2021-02-07,Lombardia,3554,371,3913,45015,48840,473192,27453,549485,147.0,11431,355,13313
2021-02-14,Lombardia,3583,371,3942,46691,50617,484680,27781,563078,137.0,13593,328,11488
2021-02-21,Lombardia,3741,386,4127,50918,55045,496177,28058,579280,155.0,16202,277,11497
2021-02-28,Lombardia,4118,435,4544,61797,66341,508379,28361,603081,204.0,23801,303,12202
2021-03-07,Lombardia,5058,573,5631,76577,82208,523031,28738,633977,320.0,30896,377,14652
2021-03-14,Lombardia,6077,714,6791,90696,97487,540331,29220,667038,365.0,33061,482,17300
2021-03-21,Lombardia,6926,806,7732,98043,105775,562346,29799,697920,402.0,30882,579,22015
2021-03-28,Lombardia,7178,868,8023,98651,106627,593324,30462,726477,389.0,28557,663,30978
2021-04-04,Lombardia,7109,870,7971,89096,96656,625949,31130,751043,321.0,24566,668,32625
2021-04-11,Lombardia,6643,858,7488,86947,94431,655680,31753,766913,276.0,15870,623,29731
2021-04-18,Lombardia,5763,811,6574,66113,72687,682858,32284,781519,206.0,14606,531,27178
2021-04-25,Lombardia,4639,708,5331,54201,59532,705138,32657,795417,151.0,13898,373,22280
2021-05-02,Lombardia,3824,601,4425,48650,53051,722815,32945,808046,144.0,12629,288,17677
2021-05-09,Lombardia,3263,535,3788,44527,48277,739508,33182,818414,156.0,10368,237,16693
2021-05-16,Lombardia,2668,479,3147,38554,41701,753628,33347,825489,72.0,7075,165,14120
2021-05-23,Lombardia,2028,371,2399,35839,38238,761995,33471,831087,54.0,5598,124,8367
2021-05-30,Lombardia,1473,284,1757,33883,35640,769324,33598,834985,39.0,3898,127,7329
2021-06-06,Lombardia,1073,234,1293,30212,31497,783276,33669,837586,16.0,2601,71,13952
2021-06-13,Lombardia,817,167,966,19595,20561,787358,33726,839475,12.0,1889,57,4082
2021-06-20,Lombardia,596,109,705,17667,18372,793279,33753,840689,9.0,1214,27,5921
2021-06-27,Lombardia,391,77,468,13179,13647,795931,33774,841552,4.0,863,21,2652
2021-07-04,Lombardia,250,61,311,10914,11225,799613,33786,842375,5.0,823,12,3682
2021-07-11,Lombardia,164,45,208,8690,8852,801680,33799,843555,8.0,1180,13,2067
2021-07-18,Lombardia,143,36,173,8080,8253,804682,33809,845898,7.0,2343,10,3002
2021-07-25,Lombardia,153,31,179,8357,8534,806966,33816,849316,9.0,3418,7,2284
2021-08-01,Lombardia,211,30,237,10939,11174,808491,33827,853492,9.0,4176,11,1525
2021-08-08,Lombardia,276,35,311,13003,13314,810908,33838,858060,15.0,4568,11,2417
2021-08-15,Lombardia,317,42,353,13137,13449,814814,33857,861902,21.0,3842,19,3906
2021-08-22,Lombardia,320,42,360,12675,13026,819036,33880,865162,17.0,3260,23,4222
2021-08-29,Lombardia,340,45,383,11962,12336,822770,33914,868831,27.0,3669,34,3734
2021-09-05,Lombardia,365,58,423,11780,12169,827301,33933,872666,31.0,3835,19,4531
2021-09-12,Lombardia,412,60,472,11030,11502,830855,33953,876310,26.0,3644,20,3554
2021-09-19,Lombardia,438,62,496,11067,11545,834218,33982,879639,27.0,3329,29,3363
2021-09-26,Lombardia,437,63,499,10968,11466,837549,34022,882424,25.0,2785,40,3331
2021-10-03,Lombardia,393,62,451,10412,10863,840761,34054,884814,20.0,2390,32,3212
2021-10-10,Lombardia,358,63,417,9606,10009,843691,34085,886807,17.0,1993,31,2930
